,movie_id,title,tags
175,267935,The BFG,bfg ordinary bone crunching giant far nice jumbly lucky sophie carried middle night bloodbottler giants rather bfg would soon become breakfast sophie hears giants flush bunking england swollomp nice little chiddlers decides must stop bfg going help adventure family fantasy londonengland england basedonnovel queen littlegirl orphan cannibal giant evilbrother londonengland england basedonnovel queen littlegirl orphan cannibal giant evilbrother stevenspielberg
176,281957,The Revenant,frontiersman hugh glass sets path vengeance left dead bear mauling western drama adventure thriller fathersonrelationship rape basedonnovel mountains winter grizzlybear wilderness frontier revenge murder nativeamerican survival bear snow violence animaldeath bearattack deathofson basedontrueevents furtrapper fathersonrelationship rape basedonnovel mountains winter grizzlybear wilderness frontier revenge murder nativeamerican survival bear snow violence animaldeath bearattack deathofson basedontrueevents furtrapper alejandrogonzáleziñárritu
177,77950,Turbo,tale ordinary garden snail dreams winning indy animation family underdog carrace dream speed power snail fast friends superpower racer underdog carrace dream speed power snail fast friends superpower racer davidsoren
178,44896,Rango,rango lost family pet accidentally winds gritty gun slinging town dirt less courageous lizard suddenly finds stands welcomed last hope town waiting new sheriff rango forced play new role hilt animation comedy family western adventure sheriff nevada pet rango chameleon lasvegas cactus terrarium constructionsite armadillo disillusionment sheriff nevada pet rango chameleon lasvegas cactus terrarium constructionsite armadillo disillusionment goreverbinski
179,270946,Penguins of Madagascar,skipper kowalski rico private join forces undercover organization north wind stop villainous octavius brine destroying world know family animation adventure comedy penguin madagascar 3d penguin madagascar 3d ericdarnell simonj.smith
180,2503,The Bourne Ultimatum,bourne brought hiding reporter simon ross trying unveil operation blackbriar upgrade project treadstone series newspaper columns information reporter stirs new set memories bourne must finally uncover dark past dodging company best efforts eradicate action drama mystery thriller paris corruption madrid assassin basedonnovel europe prosecution dangerous falseidentity revelation government weapon interpol sequel conspiracy shootout espionage motorcycle violence footchase moskow darkpast langleyvirginia flashback chaseontheroof securityleak paris corruption madrid assassin basedonnovel europe prosecution dangerous falseidentity revelation government weapon interpol sequel conspiracy shootout espionage motorcycle violence footchase moskow darkpast langleyvirginia flashback chaseontheroof securityleak paulgreengrass
181,9502,Kung Fu Panda,valley peace threatened lazy panda discovers destiny chosen one trains become kung hero transforming unsleek slacker brave warrior easy master shifu furious five tigress crane mantis viper monkey give try adventure animation family comedy china martialarts kungfu mentor snake restaurant shop strongwoman bravery tiger turtle panda sensei anthropomorphism fighting ancientchina monkey master destiny evil aftercreditsstinger monkeywarrior noodle china martialarts kungfu mentor snake restaurant shop strongwoman bravery tiger turtle panda sensei anthropomorphism fighting ancientchina monkey master destiny evil aftercreditsstinger monkeywarrior noodle markosborne johnstevenson
182,102899,Ant-Man,armed astonishing ability shrink scale increase strength master thief scott lang must embrace inner hero help mentor doctor hank pym protect secret behind spectacular ant man suit new generation towering threats seemingly insurmountable obstacles pym lang must plan pull heist save world sciencefiction action adventure marvelcomic superhero basedoncomicbook aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d marvelcomic superhero basedoncomicbook aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d peytonreed
183,101299,The Hunger Games: Catching Fire,katniss everdeen returned home safe winning annual hunger games along fellow tribute peeta mellark winning means must turn around leave family close friends embarking victor tour districts along way katniss senses rebellion simmering capitol still much control president snow prepares annual hunger games quarter quell competition could change panem forever adventure action sciencefiction competition basedonnovel mentor secret factory television propaganda future dystopia alliance games president uprising sequel murder survival conspiracy rebellion blood femaleprotagonist tournament explosion danger imax winner basedonyoungadultnovel competition basedonnovel mentor secret factory television propaganda future dystopia alliance games president uprising sequel murder survival conspiracy rebellion blood femaleprotagonist tournament explosion danger imax winner basedonyoungadultnovel francislawrence
184,228161,Home,earth taken overly confident boov alien race search new place call home humans promptly relocated boov get busy reorganizing planet one resourceful girl tip manages avoid capture finds accidental accomplice banished boov named two fugitives realize lot stake intergalactic relations embark road trip lifetime fantasy comedy animation sciencefiction family friendship spaceship space alien alieninvasion alienfriendship awfulleader takingresposibility friendship spaceship space alien alieninvasion alienfriendship awfulleader takingresposibility timjohnson
185,74,War of the Worlds,ray ferrier divorced dockworker less perfect father soon wife new husband drop teenage son young daughter rare weekend visit strange powerful lightning storm touches adventure thriller sciencefiction posttraumaticstressdisorder newjersey airplane dystopia daughter apocalypse alieninvasion humansubjugation posttraumaticstressdisorder newjersey airplane dystopia daughter apocalypse alieninvasion humansubjugation stevenspielberg
186,8961,Bad Boys II,control trash talking buddy cops marcus burnett mike lowrey miami narcotics task force reunite bullets fly cars crash laughs explode pursue whacked drug lord streets miami barrios cuba real fireworks result marcus discovers playboy mike secretly romancing marcus sexy sister adventure action comedy thriller crime miami kukluxklan cuba undercover mexicanstandoff ecstasy guantánamo slaughter shootout gunfight bromance gangster violence footchase interrogation carchase druglord explodinghouse narcoticscop illegaldrugs deaagent buddycop criminalunderworld actionhero haitiangang minefield miami kukluxklan cuba undercover mexicanstandoff ecstasy guantánamo slaughter shootout gunfight bromance gangster violence footchase interrogation carchase druglord explodinghouse narcoticscop illegaldrugs deaagent buddycop criminalunderworld actionhero haitiangang minefield michaelbay
187,417859,Puss in Boots,long even met shrek notorious fighter lover outlaw puss boots becomes hero sets adventure tough street smart kitty softpaws mastermind humpty dumpty save town true story cat myth legend boots action adventure animation family fantasy adventure fairy-talefigure adventure fairy-talefigure chrismiller
188,27576,Salt,cia officer evelyn salt swore oath duty honor country loyalty tested defector accuses russian spy salt goes run using skills years experience covert operative elude capture salt efforts prove innocence serve cast doubt motives hunt uncover truth behind identity continues question remains salt action mystery thriller assassination spy cia kidnapping coldwar sovietunion doubleagent raceagainsttime revenge ontherun shootout espionage femaleprotagonist hitwoman terrorism violence russianspy intelligenceofficer actionheroine assassination spy cia kidnapping coldwar sovietunion doubleagent raceagainsttime revenge ontherun shootout espionage femaleprotagonist hitwoman terrorism violence russianspy intelligenceofficer actionheroine phillipnoyce
189,86834,Noah,man suffers visions apocalyptic deluge takes measures protect family coming flood drama adventure bible god noah 3d bible god noah 3d darrenaronofsky
190,17578,The Adventures of Tintin,intrepid young reporter tintin loyal dog snowy thrust world high adventure discover ship carrying explosive secret tintin drawn centuries old mystery ivan ivanovitch sakharine suspects stealing priceless treasure tintin snowy help salty cantankerous captain haddock bumbling detectives thompson amp thomson travel half world one step ahead enemies tintin endeavors find unicorn sunken ship may hold vast fortune also ancient curse adventure animation mystery riddle captain treasure liquor treasurehunt sunkentreasure plot reporter 3d action riddle captain treasure liquor treasurehunt sunkentreasure plot reporter 3d action stevenspielberg
191,673,Harry Potter and the Prisoner of Azkaban,harry ron hermione return hogwarts another magic filled year harry comes face face danger yet time form escaped convict sirius black turns sympathetic professor lupin help adventure fantasy family flying traitor magic cuttingthecord childhero broom sorcerer'sapprentice schoolofwitchcraft griffon blackmagic timetravel bestfriend werewolf dark muggle aftercreditsstinger flying traitor magic cuttingthecord childhero broom sorcerer'sapprentice schoolofwitchcraft griffon blackmagic timetravel bestfriend werewolf dark muggle aftercreditsstinger alfonsocuarón
192,6972,Australia,set northern australia world war english aristocrat inherits sprawling ranch reluctantly pacts stock man order protect new property takeover plot pair drive head cattle unforgiving landscape experience bombing darwin australia japanese forces firsthand drama missionary worldwarii ranch australia british racist cattledrive aftercreditsstinger stampede waltzingmatilda trampledtodeath missionary worldwarii ranch australia british racist cattledrive aftercreditsstinger stampede waltzingmatilda trampledtodeath bazluhrmann
193,82700,After Earth,one thousand years cataclysmic events forced humanity escape earth nova prime become mankind new home legendary general cypher raige returns extended tour duty estranged family ready father year old son kitai asteroid storm damages cypher kitai craft crash land unfamiliar dangerous earth father lies dying cockpit kitai must trek across hostile terrain recover rescue beacon whole life kitai wanted nothing soldier like father today gets chance sciencefiction action adventure dystopia dystopia m.nightshyamalan
194,10567,Dinosaur,orphaned dinosaur raised lemurs joins arduous trek sancturary meteorite shower destroys family home animation family cataclysm asteroid leader comet animation prehistoric prehistoricegg dinosaur nestinggrounds prehistoriccreature prehistoricadventure lemur prehistorictimes cataclysm asteroid leader comet animation prehistoric prehistoricegg dinosaur nestinggrounds prehistoriccreature prehistoricadventure lemur prehistorictimes ralphzondag ericleighton
195,181533,Night at the Museum: Secret of the Tomb,magic powers tablet ahkmenrah begin die larry daley ben stiller spans globe uniting favorite new characters embarking epic quest save magic gone forever adventure comedy fantasy family nightwatchman museum naturalhistory history smithsonian nightwatchman museum naturalhistory history smithsonian shawnlevy
196,38055,Megamind,bumbling supervillain megamind finally defeats nemesis superhero metro man without hero loses purpose must find new meaning life animation action comedy family sciencefiction savingtheworld date prison secretidentity fish gun dna mayor antihero rain museum one-sidedlove serum talkinganimal reporter duringcreditsstinger strongervillain savingtheworld date prison secretidentity fish gun dna mayor antihero rain museum one-sidedlove serum talkinganimal reporter duringcreditsstinger strongervillain tommcgrath
197,671,Harry Potter and the Philosopher's Stone,harry potter lived stairs aunt uncle house whole life birthday learns powerful wizard place waiting hogwarts school witchcraft wizardry learns harness newfound powers help school kindly headmaster harry uncovers truth parents deaths villain blame adventure fantasy family witch christmasparty magic cuttingthecord halloween childhero broom chosenone frog fantasyworld basedonyoungadultnovel witch christmasparty magic cuttingthecord halloween childhero broom chosenone frog fantasyworld basedonyoungadultnovel chriscolumbus
198,49524,R.I.P.D.,recently slain cop joins team undead police officers working rest peace department tries find man murdered based comic peter lenkov fantasy action comedy crime gold policeoperation partner revenge undead ghost policedepartment gold policeoperation partner revenge undead ghost policedepartment robertschwentke
199,22,Pirates of the Caribbean: The Curse of the Black Pearl,jack sparrow freewheeling century pirate roams caribbean sea butts heads rival pirate bent pillaging village port royal governor daughter kidnapped sparrow decides help girl love save seafaring mission hardly simple adventure fantasy action exoticisland blacksmith eastindiatradingcompany gold marriageproposal mutiny jamaica skeleton daughter governor woodeneye goldcoin pirate alcoholic swashbuckler caribbean aftercreditsstinger pirateship capuchinmonkey tortuga exoticisland blacksmith eastindiatradingcompany gold marriageproposal mutiny jamaica skeleton daughter governor woodeneye goldcoin pirate alcoholic swashbuckler caribbean aftercreditsstinger pirateship capuchinmonkey tortuga goreverbinski
200,131631,The Hunger Games: Mockingjay - Part 1,katniss everdeen reluctantly becomes symbol mass rebellion autocratic capitol sciencefiction adventure thriller resistance post-apocalyptic dystopia war sequel femaleprotagonist bowandarrow game futurewar revolt classprejudice humansubjugation basedonyoungadultnovel resistance post-apocalyptic dystopia war sequel femaleprotagonist bowandarrow game futurewar revolt classprejudice humansubjugation basedonyoungadultnovel francislawrence
201,591,The Da Vinci Code,curator louvre found murdered famed museum hallowed halls harvard professor robert langdon cryptographer sophie neve must untangle deadly web deceit involving works leonardo vinci thriller mystery paris holygrail christianity monk basedonnovel zurich secretsociety louvre curator symbologist opusdei heresy monalisa freemason conspiracy pentagram tomb catholicism cryptologist iconography albino sect paris holygrail christianity monk basedonnovel zurich secretsociety louvre curator symbologist opusdei heresy monalisa freemason conspiracy pentagram tomb catholicism cryptologist iconography albino sect ronhoward
202,172385,Rio 2,jungle blu jewel three kids hurtled rio janeiro wilds amazon blu tries fit goes beak beak vengeful nigel meets fearsome adversary father law animation adventure comedy family bird sequel jungle audition amazonrainforest parrots bird sequel jungle audition amazonrainforest parrots carlossaldanha
203,36658,X2,professor charles xavier team genetically gifted superheroes face rising tide anti mutant sentiment led col william stryker storm wolverine jean grey must join usual nemeses magneto mystique unhinge stryker scheme exterminate mutants adventure action sciencefiction thriller mutant marvelcomic superhero basedoncomicbook superhuman mutant marvelcomic superhero basedoncomicbook superhuman bryansinger
204,51497,Fast Five,former cop brian conner partners con dom toretto opposite side law since brian mia toretto broke dom custody blown across many borders elude authorities backed corner rio janeiro must pull one last job order gain freedom action thriller crime brazil fbi freedom escapefromprison carcrash heist organizedcrime ontherun money fugitive policechase escapedconvict car imax automobileracing duringcreditsstinger brazil fbi freedom escapefromprison carcrash heist organizedcrime ontherun money fugitive policechase escapedconvict car imax automobileracing duringcreditsstinger justinlin
205,58574,Sherlock Holmes: A Game of Shadows,new criminal mastermind large professor moriarty holmes intellectual equal capacity evil lack conscience may give advantage detective adventure action crime mystery detectiveinspector steampunk criminalmastermind detectiveinspector steampunk criminalmastermind guyritchie
206,18823,Clash of the Titans,born god raised man perseus helpless save family hades vengeful god underworld nothing lose perseus volunteers lead dangerous mission defeat hades seize power zeus unleash hell earth battling unholy demons fearsome beasts perseus warriors survive perseus accepts power god defies fate creates destiny adventure fantasy action hades mythology greekmythology zeus medusa mythologicalbeast seamonster perseus kraken gods ancientgreece basedongreekmyth 3d hades mythology greekmythology zeus medusa mythologicalbeast seamonster perseus kraken gods ancientgreece basedongreekmyth 3d louisleterrier
207,861,Total Recall,construction worker douglas quaid discovers memory chip brain virtual reality trip also finds past invented conceal plot planetary domination soon mars find planted chip action adventure sciencefiction oxygen falselyaccused resistance mars doublelife telepathy mutant hologram spacecolony falseidentity secretagent dystopia cyberpunk falsememory implantedmemory oxygen falselyaccused resistance mars doublelife telepathy mutant hologram spacecolony falseidentity secretagent dystopia cyberpunk falsememory implantedmemory paulverhoeven
208,1911,The 13th Warrior,arab courtier ahmad ibn fadlan accompanies party vikings barbaric north combat terror slaughters vikings devours flesh adventure fantasy action witch cave arabian scandinavia bagdad viking iraq war mission witch cave arabian scandinavia bagdad viking iraq war mission johnmctiernan
209,49040,The Bourne Legacy,new cia operative aaron cross experiences life death stakes triggered previous actions jason bourne action thriller assassin wolf maryland suicidebygunshot rooftop explodinghouse laptop trackingdevice fakeid seoulsouthkorea pharmaceuticallab governmentconspiracy roofchase manilaphilippines hunted falsepassport albertacanada lieutenantgeneral assassin wolf maryland suicidebygunshot rooftop explodinghouse laptop trackingdevice fakeid seoulsouthkorea pharmaceuticallab governmentconspiracy roofchase manilaphilippines hunted falsepassport albertacanada lieutenantgeneral tonygilroy
210,415,Batman & Robin,along crime fighting partner robin new recruit batgirl batman battles dual threat frosty genius freeze homicidal horticulturalist poison ivy freeze plans put gotham city ice ivy tries drive wedge dynamic duo action crime fantasy doublelife dccomics dualidentity crimefighter fictionalplace gothamcity superhero creditcard superpowers doublelife dccomics dualidentity crimefighter fictionalplace gothamcity superhero creditcard superpowers joelschumacher
211,8871,How the Grinch Stole Christmas,inside snowflake exists magical land whoville whoville live whos almost mutated sort munchkin like people whos love christmas yet outside beloved whoville lives grinch grinch nasty creature hates christmas plots steal away whos equally abhors yet small child cindy lou decides try befriending grinch family comedy fantasy holiday christmasparty newlove santaclaus village kidsandfamily holiday christmasparty newlove santaclaus village kidsandfamily ronhoward
212,435,The Day After Tomorrow,years increases greenhouse effect havoc wreaked globally form catastrophic hurricanes tornadoes tidal waves floods beginning new ice age paleoclimatologist jack hall tries warn world also shepherding safety son trapped new york city overwhelmed start new big freeze action adventure sciencefiction thriller savingtheworld library cataclysm climatechange greenhouseeffect tornado twister hurricane hail temperaturedrop iceage polarzone meteorology gulfstream barrierice icemelting thirdworld exodus evacuation climate government snow losangeles scientist doomsday antarctic disastermovie savingtheworld library cataclysm climatechange greenhouseeffect tornado twister hurricane hail temperaturedrop iceage polarzone meteorology gulfstream barrierice icemelting thirdworld exodus evacuation climate government snow losangeles scientist doomsday antarctic disastermovie rolandemmerich
213,955,Mission: Impossible II,computer genius luther stickell side beautiful thief mind agent ethan hunt races across australia spain stop former imf agent unleashing genetically engineered biological weapon called chimera mission hunt choose accept plunges center international crisis terrifying magnitude adventure action thriller terror spain cia helicopter secretidentity skyscraper undercover island ex-lover secretmission dyinganddeath secretagent computer duel lethalvirus violence rescueteam agent car researchlaboratory terror spain cia helicopter secretidentity skyscraper undercover island ex-lover secretmission dyinganddeath secretagent computer duel lethalvirus violence rescueteam agent car researchlaboratory johnwoo
214,2133,The Perfect Storm,october confluence weather conditions combined form killer storm north atlantic caught storm sword fishing boat andrea gail magnificent foreshadowing anticipation fill true life drama minute details fishing boats gear weather juxtaposed sea adventure drama u.s.airforce grocery jamaican meteorologist rescueboat marina cityhall theflemishcap malecamaraderie stormatsea u.s.airforce grocery jamaican meteorologist rescueboat marina cityhall theflemishcap malecamaraderie stormatsea wolfgangpetersen
215,1979,Fantastic 4: Rise of the Silver Surfer,fantastic four return big screen new powerful enemy threatens earth seemingly unstoppable silver surfer seems old new enemies pose greater threat intrepid superheroes realize adventure fantasy action thriller fire helicopter surfboard mask satellite airplane transformation forest resurrection marvelcomic sequel superhero basedoncomicbook outerspace wedding explosion scientist interrogation doublecross fantasticfour military earthinperil superhumanstrength duringcreditsstinger invisibility silversurfer forcefield elasticity absorbingpower fire helicopter surfboard mask satellite airplane transformation forest resurrection marvelcomic sequel superhero basedoncomicbook outerspace wedding explosion scientist interrogation doublecross fantasticfour military earthinperil superhumanstrength duringcreditsstinger invisibility silversurfer forcefield elasticity absorbingpower timstory
216,87827,Life of Pi,story indian boy named zookeeper son finds company hyena zebra orangutan bengal tiger shipwreck sets adrift pacific ocean adventure drama action ocean shipwreck hindu tiger faith zookeeper teenageboy cargoship lifeboat injuredanimal ocean shipwreck hindu tiger faith zookeeper teenageboy cargoship lifeboat injuredanimal anglee
217,1250,Ghost Rider,order save dying father young stunt cyclist johnny blaze sells soul mephistopheles sadly parts pure hearted roxanne simpson love life years later johnny path crosses roxanne getting reporter also mephistopheles offers release johnny soul johnny becomes fabled fiery ghost rider thriller action fantasy horror mephisto religionandsupernatural dyinganddeath devil'sson ghostworld stunts flame basedoncomicbook mephisto religionandsupernatural dyinganddeath devil'sson ghostworld stunts flame basedoncomicbook markstevenjohnson
218,324668,Jason Bourne,dangerous former operative cia drawn hiding uncover hidden truths past action thriller assassin amnesia flashback assassin amnesia flashback paulgreengrass
219,9471,Charlie's Angels: Full Throttle,angels charged finding pair missing rings encoded personal information members witness protection program informants killed ladies target rogue agent might responsible action adventure comedy robbery secretidentity secretagent robbery secretidentity secretagent mcg
220,70981,Prometheus,team explorers discover clue origins mankind earth leading journey darkest corners universe must fight terrifying battle save future human race sciencefiction adventure mystery android dystopia alien spinoff creation emergencysurgery aftercreditsstinger stasis archeologicaldig godcomplex cavedrawing geneticmutation originsoflife android dystopia alien spinoff creation emergencysurgery aftercreditsstinger stasis archeologicaldig godcomplex cavedrawing geneticmutation originsoflife ridleyscott
221,10996,Stuart Little 2,stuart adorable white mouse still lives happily adoptive family littles east side manhattan central park crazy mouse adventures store stuart human brother george mischievous cat snowbell set rescue friend family adventure animation comedy mouse falcon bird friendship family mouse falcon bird friendship family robminkoff
222,68724,Elysium,year two classes people exist wealthy live pristine man made space station called elysium rest live overpopulated ruined earth secretary rhodes jodie foster hard line government cial stop nothing enforce anti immigration laws preserve luxurious lifestyle citizens elysium stop people earth trying get means unlucky max matt damon backed corner agrees take daunting mission successful save life could bring equality polarized worlds sciencefiction action drama thriller dystopia spacestation classconflict dystopia spacestation classconflict neillblomkamp
223,2789,The Chronicles of Riddick,years outrunning ruthless bounty hunters escaped convict riddick suddenly finds caught opposing forces fight future human race waging incredible battles fantastic deadly worlds lone reluctant hero emerge humanity champion last hope universe edge annihilation action sciencefiction prison dystopia matteroflifeanddeath outerspace intergalactictravel prison dystopia matteroflifeanddeath outerspace intergalactictravel davidtwohy
224,97020,RoboCop,robocop year multinational conglomerate omnicorp center robot technology overseas drones used military years forbidden law enforcement america omnicorp wants bring controversial technology home front see golden opportunity alex murphy loving husband father good cop best stem tide crime corruption detroit critically injured omnicorp sees chance build part man part robot police officer omnicorp envisions robocop every city even billions shareholders never counted one thing still man inside machine action sciencefiction cyborg future dystopia police remake violence detroit cyborg future dystopia police remake violence detroit josépadilha
225,7459,Speed Racer,speed racer tale young brilliant racing driver corruption racing leagues costs brother life must team police mysterious racer bring end corruption criminal activities inspired cartoon series action family sciencefiction carrace lossofbrother chimp family duringcreditsstinger womandirector carrace lossofbrother chimp family duringcreditsstinger womandirector lillywachowski lanawachowski
226,42888,How Do You Know,cut usa softball team feeling bit past prime lisa finds evaluating life middle love triangle corporate guy crisis competes current baseball playing beau comedy drama romance lovetriangle baseball athlete aftercreditsstinger lovetriangle baseball athlete aftercreditsstinger jamesl.brooks
227,37834,Knight and Day,fugitive couple goes glamorous sometimes deadly adventure nothing one even seem amid shifting alliances unexpected betrayals race across globe survival ultimately hinging battle truth trust action comedy spy airport gasstation garage pilot chase secretagent rope explodingbuilding carchase policecar boygenius duringcreditsstinger spy airport gasstation garage pilot chase secretagent rope explodingbuilding carchase policecar boygenius duringcreditsstinger jamesmangold
228,75612,Oblivion,jack harper one last drone repairmen stationed earth part massive operation extract vital resources decades war terrifying threat known scavs jack mission nearly complete existence brought crashing rescues beautiful stranger downed spacecraft arrival triggers chain events forces question everything knows puts fate humanity hands action sciencefiction adventure mystery spacecraft dystopia space drone imax humanvsalien spacecraft dystopia space drone imax humanvsalien josephkosinski
229,1895,Star Wars: Episode III - Revenge of the Sith,years onset clone wars noble jedi knights lead massive clone army galaxy wide battle separatists sinister sith unveil thousand year old plot rule galaxy republic crumbles ashes rises evil galactic empire jedi hero anakin skywalker seduced dark side force become emperor new apprentice darth vader jedi decimated obi wan kenobi jedi master yoda forced hiding hope galaxy anakin offspring twin children born secrecy grow become heroes sciencefiction adventure action showdown deathstar vision cultfigure hatred dreamsequence expectantmother spaceopera chancel childbirth galacticwar showdown deathstar vision cultfigure hatred dreamsequence expectantmother spaceopera chancel childbirth galacticwar georgelucas
230,1894,Star Wars: Episode II - Attack of the Clones,ten years invasion naboo galaxy brink civil war leadership renegade jedi named count dooku thousands solar systems threaten break away galactic republic assassination attempt made senator padm amidala former queen naboo twenty year old jedi apprentice anakin skywalker assigned protect course mission anakin discovers love padm well darker side soon anakin padm obi wan kenobi drawn heart separatist movement beginning clone wars adventure action sciencefiction senate investigation army deathstar jedi cultfigure wedding violence kendo lasergun spaceopera spaceport teenagerebellion goodbecomingevil alienrace mechanicalhand yoda senate investigation army deathstar jedi cultfigure wedding violence kendo lasergun spaceopera spaceport teenagerebellion goodbecomingevil alienrace mechanicalhand yoda georgelucas
231,585,"Monsters, Inc.",james sullivan mike wazowski monsters earn living scaring children best business even though afraid children child accidentally enters world james mike suddenly find kids afraid uncover conspiracy could threaten children across world animation comedy family monster infant energysupply company rivalry hijinks bestfriend scream conveyorbelt energycompany friend monster infant energysupply company rivalry hijinks bestfriend scream conveyorbelt energycompany friend petedocter
232,76170,The Wolverine,wolverine faces ultimate nemesis tests physical emotional mortal limits life changing voyage modern day japan action sciencefiction adventure fantasy japan samurai mutant worldwari marvelcomic superhero basedoncomicbook superhuman duringcreditsstinger japan samurai mutant worldwari marvelcomic superhero basedoncomicbook superhuman duringcreditsstinger jamesmangold
233,1893,Star Wars: Episode I - The Phantom Menace,anakin skywalker young slave strong force discovered tatooine meanwhile evil sith returned enacting plot revenge jedi adventure action sciencefiction prophecy senate queen taskmaster galaxy apprentice taxes spaceopera prophecy senate queen taskmaster galaxy apprentice taxes spaceopera georgelucas
234,49519,The Croods,croods prehistoric comedy adventure follows world first family embark journey lifetime cave always shielded danger destroyed traveling across spectacular landscape croods discover incredible new world filled fantastic creatures outlook changed forever adventure animation comedy family fantasy stoneage daughter father prehistoric ancientworld fatherdaughterrelationship family cavemen aftercreditsstinger duringcreditsstinger stoneage daughter father prehistoric ancientworld fatherdaughterrelationship family cavemen aftercreditsstinger duringcreditsstinger chrissanders kirkdemicco
235,2395,Asterix at the Olympic Games,ast rix lix win olympic games order help friend alafolix marry princess irina portrayed supermodel vanessa hessler brutus beno poelvoorde uses every trick book team win game get rid father julius caesar alain delon process fantasy adventure comedy family competition greece colosseum olympicgames emperor magic horse roman wildboar governance galier competition greece colosseum olympicgames emperor magic horse roman wildboar governance galier thomaslangmann frédéricforestier
236,12100,Windtalkers,joe enders gung marine assigned protect windtalker one several navajo indians used relay messages world war spoken language indecipherable japanese code breakers drama action history war japan worldwarii radiotransmission marinecorps u.s.army code navajo pacificwar japan worldwarii radiotransmission marinecorps u.s.army code navajo pacificwar johnwoo
237,290595,The Huntsman: Winter's War,two evil sisters prepare conquer land two renegades eric huntsman aided snow white defeating ravenna snowwhite huntsman forbidden lover sara set stop action adventure drama witch magic fairytale snowwhite huntsman witch magic fairytale snowwhite huntsman cedricnicolas-troyan
238,98566,Teenage Mutant Ninja Turtles,city needs heroes darkness settled new york city shredder evil foot clan iron grip everything police politicians future grim four unlikely outcast brothers rise sewers discover destiny teenage mutant ninja turtles turtles must work fearless reporter april wise cracking cameraman vern fenwick save city unravel shredder diabolical plan sciencefiction action adventure fantasy comedy martialarts terrorist hero mutation van turtle vigilante superhero basedoncomicbook ninja newyorkcity sewer reboot scienceexperiment 3d martialarts terrorist hero mutation van turtle vigilante superhero basedoncomicbook ninja newyorkcity sewer reboot scienceexperiment 3d jonathanliebesman
239,49047,Gravity,ryan stone brilliant medical engineer first shuttle mission veteran astronaut matt kowalsky command last flight retiring seemingly routine spacewalk disaster strikes shuttle destroyed leaving stone kowalsky completely alone tethered nothing spiraling blackness space deafening silence tells lost link earth chance rescue fear turns panic every gulp air eats away little oxygen left way home may terrifying expanse space sciencefiction thriller drama spacemission loss space astronaut trappedinspace spacemission loss space astronaut trappedinspace alfonsocuarón
240,9619,Dante's Peak,volcanologist harry dalton comes sleepy town dante peak investigate recent rumblings dormant volcano burg named long worst fears realized massive eruption hits immediately harry mayor townspeople find fighting lives amid catastrophic nightmare action adventure thriller helicopter smalltown mayor evacuation motel lava volcano cabin lovers naturaldisaster partnership volcanologist rescue explosion scientist seismograph volcaniceruption rowboat catastrophe acid countyfair abandonedmine volcanicash helicopter smalltown mayor evacuation motel lava volcano cabin lovers naturaldisaster partnership volcanologist rescue explosion scientist seismograph volcaniceruption rowboat catastrophe acid countyfair abandonedmine volcanicash rogerdonaldson
241,308531,Teenage Mutant Ninja Turtles: Out of the Shadows,supervillain shredder escapes custody joins forces mad scientist baxter stockman two dimwitted henchmen bebop rocksteady unleash diabolical plan take world turtles prepare take shredder new crew find facing even greater evil similar intentions notorious krang fantasy action adventure comedy brotherbrotherrelationship turtle sequel basedoncomicbook ninja rat brotherbrotherrelationship turtle sequel basedoncomicbook ninja rat davegreen
242,166424,Fantastic Four,four young outsiders teleport dangerous universe alters physical form shocking ways lives irrevocably upended team must learn harness daunting new abilities work together save earth former friend turned enemy action adventure sciencefiction teleportation transformation telekinesis portal marvelcomic superhero basedoncomicbook superheroteam fantasticfour bodyhorror invisiblewoman teleportation transformation telekinesis portal marvelcomic superhero basedoncomicbook superheroteam fantasticfour bodyhorror invisiblewoman joshtrank
243,1593,Night at the Museum,chaos reigns natural history museum night watchman larry daley accidentally stirs ancient curse awakening attila hun army gladiators tyrannosaurus rex exhibits larry tries desperately keep museum control fighting losing battle president teddy roosevelt comes rescue action adventure comedy family fantasy museum skeleton nightshift chaos genghiskhan mayacivilization naturalhistory theodoreroosevelt dinosaur basedonchildren'sbook magicalobject securityguard duringcreditsstinger inanimateobjectscomingtolife museum skeleton nightshift chaos genghiskhan mayacivilization naturalhistory theodoreroosevelt dinosaur basedonchildren'sbook magicalobject securityguard duringcreditsstinger inanimateobjectscomingtolife shawnlevy
244,254128,San Andreas,aftermath massive earthquake california rescue chopper pilot makes dangerous journey across state order rescue estranged daughter action drama thriller california earthquake catastrophe disasterfilm 3d sanandreas sanandreascalifornia rescueoperation california earthquake catastrophe disasterfilm 3d sanandreas sanandreascalifornia rescueoperation bradpeyton
245,714,Tomorrow Never Dies,deranged media mogul staging international incidents pit world superpowers must take evil mastermind adrenaline charged battle end reign terror prevent global pandemonium adventure action thriller londonengland england spy china newsbroadcast intelligence television missile manipulationofthemedia secretintelligenceservice specialcar tvstation mediatycoon navy motorcycle secretservice hamburggermany londonengland england spy china newsbroadcast intelligence television missile manipulationofthemedia secretintelligenceservice specialcar tvstation mediatycoon navy motorcycle secretservice hamburggermany rogerspottiswoode
